----------------------------------------------------------------
|       Error        |       Field        |        Row         |
----------------------------------------------------------------
| Type Conversion    | Field1             |                  1 |
----------------------------------------------------------------
| Type Conversion    | Field2             |                  1 |
----------------------------------------------------------------
| Type Conversion    | Field5             |                  1 |
----------------------------------------------------------------
| Type Conversion    | Field6             |                  1 |
----------------------------------------------------------------
| Type Conversion    | Field7             |                  1 |
----------------------------------------------------------------
| Type Conversion    | Field9             |                  1 |
----------------------------------------------------------------
| Type Conversion    | Field10            |                  1 |
----------------------------------------------------------------
| Type Conversion    | Field11            |                  1 |
----------------------------------------------------------------
| Type Conversion    | Field12            |                  1 |
----------------------------------------------------------------
| Type Conversion    | Field6             |                  2 |
----------------------------------------------------------------
| Type Conversion    | Field11            |                  2 |
----------------------------------------------------------------
| Type Conversion    | Field6             |                  3 |
----------------------------------------------------------------
| Type Conversion    | Field11            |                  3 |
----------------------------------------------------------------
| Type Conversion    | Field6             |                  4 |
----------------------------------------------------------------
| Type Conversion    | Field11            |                  4 |
----------------------------------------------------------------
| Type Conversion    | Field6             |                  5 |
----------------------------------------------------------------
| Type Conversion    | Field11            |                  5 |
----------------------------------------------------------------
| Type Conversion    | Field6             |                  6 |
----------------------------------------------------------------
| Type Conversion    | Field11            |                  6 |
----------------------------------------------------------------
| Type Conversion    | Field6             |                  7 |
----------------------------------------------------------------
| Type Conversion    | Field11            |                  7 |
----------------------------------------------------------------
| Type Conversion    | Field6             |                  8 |
----------------------------------------------------------------
| Type Conversion    | Field11            |                  8 |
----------------------------------------------------------------
| Type Conversion    | Field6             |                  9 |
----------------------------------------------------------------
| Type Conversion    | Field11            |                  9 |
----------------------------------------------------------------
| Type Conversion    | Field6             |                 10 |
----------------------------------------------------------------
| Type Conversion    | Field11            |                 10 |
----------------------------------------------------------------
| Type Conversion    | Field6             |                 11 |
----------------------------------------------------------------
| Type Conversion    | Field11            |                 11 |
----------------------------------------------------------------
| Type Conversion    | Field6             |                 12 |
----------------------------------------------------------------
| Type Conversion    | Field11            |                 12 |
----------------------------------------------------------------
| Type Conversion    | Field6             |                 13 |
----------------------------------------------------------------
| Type Conversion    | Field11            |                 13 |
----------------------------------------------------------------
| Type Conversion    | Field6             |                 14 |
----------------------------------------------------------------
| Type Conversion    | Field11            |                 14 |
----------------------------------------------------------------
| Type Conversion    | Field6             |                 15 |
----------------------------------------------------------------
| Type Conversion    | Field11            |                 15 |
----------------------------------------------------------------
| Type Conversion    | Field6             |                 16 |
----------------------------------------------------------------
| Type Conversion    | Field11            |                 16 |
----------------------------------------------------------------
| Type Conversion    | Field6             |                 17 |
----------------------------------------------------------------
| Type Conversion    | Field11            |                 17 |
----------------------------------------------------------------
| Type Conversion    | Field6             |                 18 |
----------------------------------------------------------------
| Type Conversion    | Field11            |                 18 |
----------------------------------------------------------------
| Type Conversion    | Field6             |                 19 |
----------------------------------------------------------------
| Type Conversion    | Field11            |                 19 |
----------------------------------------------------------------
| Type Conversion    | Field6             |                 20 |
----------------------------------------------------------------
